100.0,10.0,10.0,10.0,1,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,2,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,3,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,4,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,5,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,6,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,7,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,8,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,9,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,10,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,11,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,12,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,13,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,14,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,15,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,16,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,17,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,18,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,19,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,20,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,21,3.0,0.05,40,40,40,4,1,0,100.0,0.5
100.0,10.0,10.0,10.0,22,3.0,0.05,40,40,40,4,1,0,100.0,1.5
100.0,10.0,10.0,10.0,23,3.0,0.05,40,40,40,4,1,0,100.0,1.5
100.0,10.0,10.0,10.0,24,3.0,0.05,40,40,40,4,1,0,100.0,1.5
100.0,10.0,10.0,10.0,25,3.0,0.05,40,40,40,4,1,0,100.0,1.5
100.0,10.0,10.0,10.0,26,3.0,0.05,40,40,40,4,1,0,100.0,1.5
100.0,10.0,10.0,10.0,27,3.0,0.05,40,40,40,4,1,0,100.0,1.5
100.0,10.0,10.0,10.0,28,3.0,0.05,40,40,40,4,1,0,100.0,1.5
100.0,10.0,10.0,10.0,29,3.0,0.05,40,40,40,4,1,0,100.0,2
100.0,10.0,10.0,10.0,30,3.0,0.05,40,40,40,4,1,0,100.0,2.5
100.0,10.0,10.0,10.0,31,3.0,0.05,40,40,40,4,1,0,100.0,4
100.0,10.0,10.0,10.0,32,3.0,0.05,40,40,40,4,1,0,100.0,6
100.0,10.0,10.0,10.0,33,3.0,0.05,40,40,40,4,1,0,100.0,8.5
100.0,10.0,10.0,10.0,34,3.0,0.05,40,40,40,4,1,0,100.0,12
100.0,10.0,10.0,10.0,35,3.0,0.05,40,40,40,4,1,0,100.0,18
100.0,10.0,10.0,10.0,36,3.0,0.05,40,40,40,4,1,0,100.0,26.5
100.0,10.0,10.0,10.0,37,3.0,0.05,40,40,40,4,1,0,100.0,29
100.0,10.0,10.0,10.0,38,3.0,0.05,40,40,40,4,1,0,100.0,33
100.0,10.0,10.0,10.0,39,3.0,0.05,40,40,40,4,1,0,100.0,34.5
100.0,10.0,10.0,10.0,40,3.0,0.05,40,40,40,4,1,0,100.0,38.5
100.0,10.0,10.0,10.0,41,3.0,0.05,40,40,40,4,1,0,100.0,27
100.0,10.0,10.0,10.0,42,3.0,0.05,40,40,40,4,1,0,100.0,24
100.0,10.0,10.0,10.0,43,3.0,0.05,40,40,40,4,1,0,100.0,16.5
100.0,10.0,10.0,10.0,44,3.0,0.05,40,40,40,4,1,0,100.0,15
100.0,10.0,10.0,10.0,45,3.0,0.05,40,40,40,4,1,0,100.0,12
100.0,10.0,10.0,10.0,46,3.0,0.05,40,40,40,4,1,0,100.0,9
100.0,10.0,10.0,10.0,47,3.0,0.05,40,40,40,4,1,0,100.0,8
100.0,10.0,10.0,10.0,48,3.0,0.05,40,40,40,4,1,0,100.0,6
100.0,10.0,10.0,10.0,49,3.0,0.05,40,40,40,4,1,0,100.0,5.5
100.0,10.0,10.0,10.0,50,3.0,0.05,40,40,40,4,1,0,100.0,5
100.0,10.0,10.0,10.0,51,3.0,0.05,40,40,40,4,1,0,100.0,4
100.0,10.0,10.0,10.0,52,3.0,0.05,40,40,40,4,1,0,100.0,3
100.0,10.0,10.0,10.0,53,3.0,0.05,40,40,40,4,1,0,100.0,3.5
100.0,10.0,10.0,10.0,54,3.0,0.05,40,40,40,4,1,0,100.0,2.5
100.0,10.0,10.0,10.0,55,3.0,0.05,40,40,40,4,1,0,100.0,2.5
100.0,10.0,10.0,10.0,56,3.0,0.05,40,40,40,4,1,0,100.0,2
100.0,10.0,10.0,10.0,57,3.0,0.05,40,40,40,4,1,0,100.0,2
100.0,10.0,10.0,10.0,58,3.0,0.05,40,40,40,4,1,0,100.0,2
100.0,10.0,10.0,10.0,59,3.0,0.05,40,40,40,4,1,0,100.0,1.5
100.0,10.0,10.0,10.0,60,3.0,0.05,40,40,40,4,1,0,100.0,2
